ORDER_ID,CUSTOMER_ID,RESTAURANT_ID,COUPON_ID,ORDER_TIMESTAMP,DELIVERY_FEE,SUB_TOTAL_AMOUNT,DISCOUNT_AMOUNT,COMMISSION_REVENUE,PAYMENT_PROCESSING_FEE,TOTAL_AMOUNT,ORDER_RATING
O0008368,C01568,R0381,,2024-12-06,73.09,752.29,0.00,206.88,20.63,825.38,4.58
O0008369,C06874,R0418,,2025-10-08,45.82,4976.74,0.00,1433.30,125.56,5022.56,4.77
O0008370,C02615,R0867,,2025-05-10,127.99,4786.98,0.00,1675.44,122.87,4914.97,3.66
O0008371,C04705,R0768,,2025-10-14,50.62,3330.54,0.00,815.98,84.53,3381.16,4.74
O0008372,C00990,R0567,,2025-09-15,110.58,618.98,0.00,142.37,18.24,729.56,4.00
O0008373,C00725,R0723,,2025-06-17,36.85,1519.05,0.00,350.90,38.90,1555.90,
O0008374,C00127,R0554,,2025-05-28,115.26,1054.80,0.00,283.74,29.25,1170.06,
O0008375,C09392,R0329,,2025-09-18,47.41,5812.49,0.00,1331.06,146.50,5859.90,2.87
O0008376,C00567,R0651,CP059,2025-01-10,97.54,257.78,0.00,53.10,8.88,355.32,
O0008377,C03717,R0259,,2024-12-10,76.71,1416.24,0.00,354.06,37.32,1492.95,3.95
O0008378,C08033,R0070,,2025-07-02,129.54,4220.98,0.00,1169.21,108.76,4350.52,
O0008379,C00038,R0830,,2025-01-15,105.34,7199.57,0.00,1670.30,182.62,7304.91,3.82
O0008380,C00920,R0488,,2025-02-10,107.52,552.78,0.00,171.36,16.51,660.30,3.68
O0008381,C07417,R0827,,2025-05-21,93.36,2081.62,0.00,516.24,54.37,2174.98,2.73
O0008382,C07142,R0583,CP070,2025-10-28,62.19,2322.72,464.54,620.17,48.01,1920.37,1.54
O0008383,C03959,R0472,,2025-04-13,112.37,3790.28,0.00,864.18,97.57,3902.65,4.95
O0008384,C02834,R0266,,2025-01-06,93.52,2811.90,0.00,711.41,72.64,2905.42,4.34
O0008385,C02931,R0004,,2025-06-11,43.56,8001.26,0.00,1896.30,201.12,8044.82,2.42
O0008386,C07641,R0886,,2025-06-01,121.73,1343.11,0.00,435.17,36.62,1464.84,4.90
O0008387,C04507,R0722,,2025-03-13,124.83,2685.63,0.00,663.35,70.26,2810.46,
O0008388,C04022,R0378,CP025,2025-08-13,101.09,460.14,23.01,103.99,13.46,538.22,3.45
O0008389,C02345,R0479,CP069,2025-09-19,31.99,1250.71,625.36,421.49,16.43,657.34,1.75
O0008390,C01917,R0400,,2025-05-10,71.80,1199.14,0.00,302.18,31.77,1270.94,2.53
O0008391,C07889,R0289,,2025-09-01,147.94,1019.65,0.00,216.17,29.19,1167.59,2.52
O0008392,C01249,R0528,,2025-08-11,73.60,2251.31,0.00,646.13,58.12,2324.91,2.26
O0008393,C04308,R0793,,2025-07-25,131.26,4224.00,0.00,1431.94,108.88,4355.26,
O0008394,C02569,R0588,,2025-06-24,109.33,2830.93,0.00,685.09,73.51,2940.26,2.57
O0008395,C02812,R0425,,2025-04-20,87.70,1318.72,0.00,403.53,35.16,1406.42,4.77
O0008396,C07027,R0589,,2025-01-30,80.21,280.73,0.00,84.50,9.02,360.94,
O0008397,C03739,R0636,,2025-08-22,57.25,2898.78,0.00,855.14,73.90,2956.03,3.23
O0008398,C04413,R0019,CP043,2025-04-15,83.17,2793.61,838.08,631.36,50.97,2038.70,4.78
O0008399,C06352,R0113,,2025-10-03,123.88,3752.90,0.00,964.50,96.92,3876.78,
O0008400,C07440,R0087,,2025-09-17,103.15,2743.25,0.00,779.08,71.16,2846.40,
O0008401,C06434,R0661,,2025-01-29,76.22,5135.49,0.00,1679.31,130.29,5211.71,3.03
O0008402,C07652,R0790,,2025-10-06,91.66,656.48,0.00,156.90,18.70,748.14,1.59
O0008403,C09673,R0718,,2025-09-16,122.77,607.80,0.00,150.73,18.26,730.57,4.33
O0008404,C00994,R0807,CP040,2025-05-29,60.42,4207.20,2103.60,1152.77,54.10,2164.02,3.47
O0008405,C01886,R0864,,2025-02-03,30.13,1410.84,0.00,289.22,36.02,1440.97,1.22
O0008406,C06016,R0377,,2025-10-07,67.57,2282.32,0.00,529.50,58.75,2349.89,2.67
O0008407,C00477,R0471,,2024-12-15,96.27,217.76,0.00,47.69,7.85,314.03,
O0008408,C08301,R0004,,2025-09-26,112.07,4333.79,0.00,1027.11,111.15,4445.86,3.31
O0008409,C02522,R0431,,2025-05-20,57.72,3829.81,0.00,995.75,97.19,3887.53,
O0008410,C01150,R0450,,2025-01-08,119.37,3206.53,0.00,689.40,83.15,3325.90,3.99
O0008411,C09355,R0003,,2025-05-31,123.00,2610.19,0.00,587.29,68.33,2733.19,4.30
O0008412,C04656,R0164,,2025-07-23,92.53,5183.51,0.00,1352.90,131.90,5276.04,2.78
O0008413,C07018,R0595,,2025-03-04,125.77,3914.39,0.00,1006.00,101.00,4040.16,2.61
O0008414,C06896,R0596,,2025-04-08,105.76,2370.15,0.00,689.71,61.90,2475.91,4.06
O0008415,C03145,R0249,,2024-11-12,60.10,3841.19,0.00,1125.47,97.53,3901.29,
O0008416,C09373,R0835,,2025-03-12,129.56,2497.38,0.00,524.45,65.67,2626.94,1.18
O0008417,C02931,R0774,CP023,2025-01-28,91.47,4971.78,497.18,1486.56,114.15,4566.07,2.63
O0008418,C03831,R0165,,2025-06-11,133.62,1382.55,0.00,454.86,37.90,1516.17,4.77
O0008419,C04360,R0894,,2025-08-19,112.68,3265.88,0.00,1107.13,84.46,3378.56,4.94
O0008420,C00081,R0668,,2025-04-24,58.76,418.28,0.00,105.41,11.93,477.04,4.74
O0008421,C07495,R0018,,2025-08-14,127.15,4031.11,0.00,834.44,103.96,4158.26,
O0008422,C01630,R0469,CP063,2024-11-09,74.68,2147.39,214.74,663.54,50.18,2007.33,4.37
O0008423,C03935,R0166,,2025-05-11,48.16,2255.30,0.00,611.19,57.59,2303.46,3.83
O0008424,C06902,R0592,,2025-09-02,49.47,1111.50,0.00,347.90,29.02,1160.97,
O0008425,C01498,R0517,,2025-07-31,127.43,5461.20,0.00,1802.20,139.72,5588.63,3.59
O0008426,C01525,R0176,,2025-06-17,149.18,5006.81,0.00,1527.08,128.90,5155.99,
O0008427,C02645,R0879,,2025-05-31,111.27,1411.98,0.00,389.71,38.08,1523.25,2.82
O0008428,C08889,R0225,,2025-08-07,118.24,3302.22,0.00,937.83,85.51,3420.46,
O0008429,C04058,R0271,,2025-07-06,61.10,5499.99,0.00,1776.50,139.03,5561.09,4.28
O0008430,C02873,R0346,CP097,2025-04-16,49.70,1667.91,416.98,338.59,32.52,1300.63,2.49
O0008431,C07107,R0432,,2025-04-06,78.18,318.84,0.00,94.06,9.93,397.02,
O0008432,C04546,R0308,,2025-07-23,92.03,5418.30,0.00,1815.13,137.76,5510.33,
O0008433,C06554,R0444,,2025-10-27,43.38,2892.98,0.00,954.68,73.41,2936.36,4.18
O0008434,C08884,R0837,CP037,2024-12-17,83.28,903.56,225.89,271.07,19.02,760.95,2.16
O0008435,C08511,R0168,,2025-04-26,33.25,4386.07,0.00,881.60,110.48,4419.32,3.32
O0008436,C01841,R0897,,2025-05-05,75.38,4394.07,0.00,1291.86,111.74,4469.45,1.07
O0008437,C09084,R0484,,2025-07-30,52.74,495.82,0.00,114.04,13.71,548.56,3.25
O0008438,C05107,R0141,CP012,2024-11-24,87.92,3741.12,1870.56,894.13,48.96,1958.48,1.45
O0008439,C01530,R0107,,2025-04-06,74.72,5331.59,0.00,1284.91,135.16,5406.31,4.47
O0008440,C06323,R0357,,2025-10-01,106.72,3027.45,0.00,923.37,78.35,3134.17,4.30
O0008441,C03304,R0144,,2025-05-12,91.21,1450.11,0.00,291.47,38.53,1541.32,1.64
O0008442,C09659,R0034,,2025-01-31,117.35,1838.57,0.00,623.28,48.90,1955.92,2.57
O0008443,C05013,R0676,CP099,2025-10-16,101.41,1594.53,398.63,529.38,32.43,1297.31,
O0008444,C01452,R0196,,2025-04-07,132.70,1266.98,0.00,296.47,34.99,1399.68,2.55
O0008445,C08028,R0606,,2025-05-21,44.20,1048.04,0.00,211.70,27.31,1092.24,4.38
O0008446,C03103,R0810,,2025-08-30,103.95,2383.43,0.00,493.37,62.18,2487.38,3.67
O0008447,C01484,R0938,CP089,2025-09-10,53.85,1840.90,920.45,432.61,24.36,974.30,3.96
O0008448,C08898,R0193,,2024-12-27,108.98,4824.28,0.00,988.98,123.33,4933.26,
O0008449,C05872,R0138,,2025-10-01,142.72,3879.27,0.00,865.08,100.55,4021.99,
O0008450,C02155,R0754,,2025-09-04,32.70,491.09,0.00,163.04,13.09,523.79,2.95
O0008451,C09421,R0636,CP006,2024-11-07,33.68,3270.76,654.15,964.87,66.26,2650.29,4.38
O0008452,C05304,R0352,CP088,2025-03-22,126.32,2134.70,213.47,666.03,51.19,2047.55,
O0008453,C02737,R0972,,2025-08-24,132.39,265.62,0.00,79.42,9.95,398.01,1.62
O0008454,C01835,R0669,,2024-11-01,112.91,1019.36,0.00,276.25,28.31,1132.27,4.73
O0008455,C04727,R0621,,2025-03-27,49.69,2940.02,0.00,852.61,74.74,2989.71,2.26
O0008456,C00821,R0743,,2025-05-29,97.98,1996.47,0.00,401.29,52.36,2094.45,4.59
O0008457,C02106,R0459,,2024-12-26,128.28,4905.92,0.00,1182.33,125.86,5034.20,2.99
O0008458,C01214,R0260,,2024-12-03,31.88,541.15,0.00,159.10,14.33,573.03,4.11
O0008459,C02916,R0935,,2025-07-14,32.67,2014.17,0.00,433.05,51.17,2046.84,4.76
O0008460,C05555,R0295,,2025-09-23,128.75,2854.47,0.00,921.99,74.58,2983.22,
O0008461,C04932,R0605,,2025-01-06,85.29,2954.63,0.00,871.62,76.00,3039.92,1.21
O0008462,C02049,R0329,,2025-01-10,62.25,3991.51,0.00,914.06,101.34,4053.76,
O0008463,C08019,R0210,,2025-01-26,44.23,3666.52,0.00,806.63,92.77,3710.75,1.15
O0008464,C09113,R0775,,2025-07-03,43.86,2368.83,0.00,663.27,60.32,2412.69,4.81
O0008465,C04507,R0006,,2025-03-16,99.08,4226.88,0.00,1141.26,108.15,4325.96,
O0008466,C04146,R0561,,2025-03-08,81.11,1436.07,0.00,366.20,37.93,1517.18,
O0008467,C03619,R0484,,2025-07-20,101.24,3433.36,0.00,789.67,88.37,3534.60,2.26
O0008468,C01703,R0560,,2025-01-01,57.88,4092.42,0.00,1346.41,103.76,4150.30,2.79
O0008469,C04998,R0559,,2024-12-04,63.70,1543.98,0.00,500.25,40.19,1607.68,3.31
O0008470,C01245,R0985,CP043,2025-04-02,72.50,1608.72,482.62,484.22,29.96,1198.60,2.05
O0008471,C03970,R0152,,2025-07-22,98.37,5463.24,0.00,1524.24,139.04,5561.61,2.85
O0008472,C00983,R0091,,2025-10-06,62.07,4518.70,0.00,1577.03,114.52,4580.77,1.87
O0008473,C08781,R0398,,2025-07-15,64.17,6499.69,0.00,2222.89,164.10,6563.86,2.54
O0008474,C02283,R0070,,2025-03-23,30.06,3251.63,0.00,900.70,82.04,3281.69,3.71
O0008475,C03149,R0864,,2024-11-06,82.33,434.53,0.00,89.08,12.92,516.86,4.63
O0008476,C04632,R0067,,2025-08-29,109.62,5095.76,0.00,1284.13,130.13,5205.38,3.83
O0008477,C03458,R0573,,2025-03-11,87.42,3215.43,0.00,845.66,82.57,3302.85,4.89
O0008478,C04994,R0505,CP082,2025-05-29,124.97,4160.31,1040.08,852.86,81.13,3245.20,2.64
O0008479,C04479,R0801,,2025-04-23,95.60,2037.95,0.00,560.44,53.34,2133.55,4.46
O0008480,C07142,R0128,,2025-10-30,100.89,4456.11,0.00,940.24,113.93,4557.00,4.53
O0008481,C01284,R0705,,2024-12-11,103.04,3993.17,0.00,902.46,102.41,4096.21,1.46
O0008482,C01842,R0618,,2025-07-25,135.09,1641.78,0.00,499.10,44.42,1776.87,2.10
O0008483,C02377,R0198,CP081,2025-02-11,130.99,1315.71,263.14,428.92,29.59,1183.56,2.82
O0008484,C08412,R0478,CP050,2025-04-07,95.64,2959.81,739.95,674.84,57.89,2315.50,
O0008485,C06795,R0592,CP050,2025-06-10,138.60,3419.56,854.89,1070.32,67.58,2703.27,3.95
O0008486,C07059,R0795,,2024-12-29,64.70,2552.34,0.00,696.79,65.43,2617.04,
O0008487,C07608,R0091,CP033,2025-08-12,52.36,3654.05,182.70,1275.26,88.09,3523.71,2.07
O0008488,C05494,R0748,,2024-11-29,135.88,1900.61,0.00,534.07,50.91,2036.49,2.68
O0008489,C09567,R0397,,2025-05-23,34.44,2877.56,0.00,592.78,72.80,2912.00,3.55
O0008490,C02676,R0470,,2025-07-11,42.82,3032.83,0.00,934.11,76.89,3075.65,3.82
O0008491,C03481,R0219,,2025-08-27,108.43,1389.32,0.00,352.89,37.44,1497.75,2.09
O0008492,C02788,R0462,,2025-10-30,34.40,7559.84,0.00,2078.96,189.86,7594.24,4.21
O0008493,C02643,R0489,,2025-01-07,114.15,4567.98,0.00,1247.06,117.05,4682.13,4.70
O0008494,C02536,R0943,,2024-11-29,86.74,2114.22,0.00,539.13,55.02,2200.96,3.39
O0008495,C07621,R0441,,2025-06-10,56.31,395.73,0.00,117.14,11.30,452.04,4.31
O0008496,C08977,R0243,,2024-12-24,110.41,4880.01,0.00,1400.56,124.76,4990.42,3.15
O0008497,C06336,R0403,,2025-03-08,40.98,4932.45,0.00,1035.81,124.34,4973.43,
O0008498,C00002,R0009,,2025-06-09,107.84,2008.45,0.00,672.83,52.91,2116.29,
O0008499,C05518,R0165,,2025-04-04,68.64,1632.08,0.00,536.95,42.52,1700.72,
O0008500,C01581,R0481,,2025-04-27,147.51,5619.40,0.00,1213.79,144.17,5766.91,
O0008501,C03192,R0350,CP025,2025-08-21,94.81,1024.26,51.21,257.09,26.70,1067.86,
O0008502,C04572,R0914,,2025-06-19,73.58,5621.40,0.00,1950.63,142.37,5694.98,
O0008503,C06283,R0662,,2024-11-16,83.23,5404.05,0.00,1626.62,137.18,5487.28,2.20
O0008504,C06223,R0043,,2025-06-05,95.01,1986.37,0.00,508.51,52.03,2081.38,2.50
O0008505,C09342,R0705,,2025-06-18,73.61,2258.47,0.00,510.41,58.30,2332.08,3.57
O0008506,C03519,R0045,,2025-05-27,105.80,4141.72,0.00,1176.25,106.19,4247.52,4.48
O0008507,C00195,R0277,,2025-08-28,51.06,4430.08,0.00,1209.41,112.03,4481.14,
O0008508,C05044,R0001,CP009,2025-07-23,82.25,3028.02,605.60,817.57,62.62,2504.67,
O0008509,C06479,R0561,,2025-02-13,147.73,3851.67,0.00,982.18,99.99,3999.40,1.45
O0008510,C08760,R0133,CP033,2025-01-31,111.42,5457.98,272.90,1364.49,132.41,5296.50,4.38
O0008511,C02747,R0293,,2025-04-16,46.85,1097.79,0.00,304.09,28.62,1144.64,3.24
O0008512,C04996,R0458,,2025-07-01,67.81,1285.36,0.00,443.45,33.83,1353.17,2.52
O0008513,C07804,R0008,,2025-06-25,32.84,4436.70,0.00,1033.75,111.74,4469.54,2.16
O0008514,C05196,R0698,,2025-05-30,95.32,787.46,0.00,186.63,22.07,882.78,1.54
O0008515,C09310,R0070,,2025-02-21,88.24,4759.02,0.00,1318.25,121.18,4847.26,2.22
O0008516,C07707,R0641,CP012,2025-09-01,67.81,741.04,0.00,203.79,20.22,808.85,1.43
O0008517,C01567,R0251,,2025-06-01,94.68,639.79,0.00,170.82,18.36,734.47,
O0008518,C07674,R0615,,2025-10-04,145.55,2785.44,0.00,757.64,73.27,2930.99,3.09
O0008519,C06335,R0765,,2024-11-07,69.90,3073.18,0.00,805.17,78.58,3143.08,2.00
O0008520,C04597,R0035,,2025-01-01,140.85,3854.74,0.00,1075.47,99.89,3995.59,
O0008521,C05145,R0594,,2024-12-20,119.07,677.86,0.00,164.04,19.92,796.93,1.91
O0008522,C07269,R0193,,2025-10-13,86.22,1514.23,0.00,310.42,40.01,1600.45,
O0008523,C08035,R0806,,2025-10-23,108.09,7615.23,0.00,2101.80,193.08,7723.32,3.54
O0008524,C05648,R0096,,2024-11-15,120.18,5447.74,0.00,1421.86,139.20,5567.92,3.19
O0008525,C08348,R0782,,2025-09-27,99.04,2787.53,0.00,791.66,72.16,2886.57,4.03
O0008526,C04264,R0407,,2025-03-09,50.29,1363.28,0.00,389.90,35.34,1413.57,2.64
O0008527,C01557,R0791,,2025-09-07,73.24,4105.04,0.00,1169.94,104.46,4178.28,4.38
O0008528,C04852,R0268,,2024-11-14,104.76,3112.58,0.00,731.46,80.43,3217.34,
O0008529,C09100,R0915,,2025-06-24,98.76,1825.59,0.00,494.73,48.11,1924.35,
O0008530,C04130,R0656,,2025-07-27,64.78,3520.65,0.00,869.60,89.64,3585.43,4.83
O0008531,C02202,R0068,,2025-08-11,92.16,2493.12,0.00,670.65,64.63,2585.28,3.22
O0008532,C00671,R0799,,2025-01-29,56.21,4165.68,0.00,1041.42,105.55,4221.89,3.56
O0008533,C03137,R0400,CP087,2025-07-16,109.22,2881.15,720.29,726.05,56.75,2270.08,4.39
O0008534,C05956,R0892,,2025-09-23,80.87,3981.31,0.00,907.74,101.55,4062.18,1.81
O0008535,C09014,R0665,,2025-05-30,110.03,3804.70,0.00,1152.82,97.87,3914.73,4.19
O0008536,C06681,R0961,,2025-04-18,58.08,5533.39,0.00,1582.55,139.79,5591.47,4.94
O0008537,C05330,R0004,,2025-08-07,101.58,1799.34,0.00,426.44,47.52,1900.92,2.09
O0008538,C06385,R0311,,2025-06-21,125.02,611.48,0.00,210.35,18.41,736.50,3.18
O0008539,C04468,R0144,,2025-08-06,91.45,3366.12,0.00,676.59,86.44,3457.57,
O0008540,C00289,R0453,,2025-07-27,100.75,4642.01,0.00,1490.09,118.57,4742.76,
O0008541,C04446,R0088,CP021,2025-02-06,140.19,457.77,0.00,130.01,14.95,597.96,4.33
O0008542,C04041,R0109,,2025-05-17,132.17,4494.73,0.00,993.34,115.67,4626.90,1.23
O0008543,C08770,R0550,,2025-02-22,106.54,4332.65,0.00,1226.14,110.98,4439.19,2.16
O0008544,C04123,R0081,CP098,2025-07-10,130.59,992.04,248.01,259.91,21.87,874.62,
O0008545,C07017,R0578,,2024-12-21,93.69,770.76,0.00,262.06,21.61,864.45,1.84
O0008546,C03113,R0469,,2025-02-24,115.64,2179.74,0.00,673.54,57.38,2295.38,1.59
O0008547,C00200,R0201,,2025-10-09,72.15,696.26,0.00,229.07,19.21,768.41,2.37
O0008548,C00642,R0858,,2025-06-24,110.15,5770.45,0.00,1488.78,147.02,5880.60,1.16
O0008549,C06011,R0372,,2025-03-12,59.89,4250.34,0.00,956.33,107.76,4310.23,
O0008550,C09845,R0843,,2025-09-25,43.66,1339.11,0.00,464.67,34.57,1382.77,2.66
O0008551,C01437,R0857,,2025-08-13,140.97,2789.40,0.00,945.61,73.26,2930.37,3.87
O0008552,C03427,R0101,CP088,2025-06-25,83.38,3694.76,369.48,897.83,85.22,3408.66,1.93
O0008553,C04559,R0101,CP098,2025-05-18,148.52,631.95,157.99,153.56,15.56,622.48,1.72
O0008554,C07529,R0283,,2025-06-03,88.17,1551.72,0.00,318.10,41.00,1639.89,3.62
O0008555,C09050,R0977,CP042,2025-07-03,89.57,3647.16,1094.15,1083.21,66.06,2642.58,4.59
O0008556,C03325,R0260,,2024-11-26,132.18,1981.41,0.00,582.53,52.84,2113.59,
O0008557,C08297,R0895,,2025-07-10,111.63,2117.26,0.00,539.90,55.72,2228.89,2.49
O0008558,C01798,R0665,,2024-12-03,49.21,2139.56,0.00,648.29,54.72,2188.77,
O0008559,C01703,R0979,,2025-02-19,33.93,2405.41,0.00,495.51,60.98,2439.34,
O0008560,C03347,R0810,,2025-03-15,100.37,5282.83,0.00,1093.55,134.58,5383.20,1.05
O0008561,C02856,R0297,,2025-04-25,87.85,2085.43,0.00,715.30,54.33,2173.28,1.70
O0008562,C09474,R0713,,2025-07-02,79.24,3465.01,0.00,1018.71,88.61,3544.25,3.49
O0008563,C06755,R0008,CP025,2025-05-31,106.78,1724.16,86.21,401.73,43.62,1744.73,1.09
O0008564,C07310,R0145,,2025-05-17,110.88,1701.27,0.00,573.33,45.30,1812.15,1.06
O0008565,C04577,R0007,,2025-04-27,43.79,1338.94,0.00,459.26,34.57,1382.73,3.22
O0008566,C06693,R0590,,2025-09-11,33.03,3415.19,0.00,1130.43,86.21,3448.22,1.13
O0008567,C09504,R0220,CP005,2025-08-19,84.72,3530.43,882.61,953.22,68.31,2732.54,3.45
O0008568,C09338,R0594,CP027,2025-10-21,60.99,3022.34,1511.17,731.41,39.30,1572.16,2.70
O0008569,C06262,R0811,,2024-11-14,77.35,1155.36,0.00,278.44,30.82,1232.71,4.93
O0008570,C06718,R0094,,2025-07-29,133.33,2666.86,0.00,586.71,70.00,2800.19,4.88
O0008571,C06600,R0547,,2025-07-13,85.67,1535.01,0.00,414.45,40.52,1620.68,
O0008572,C02578,R0446,,2025-04-21,57.09,379.28,0.00,131.61,10.91,436.37,3.01
O0008573,C06545,R0315,,2024-12-06,72.85,729.57,0.00,172.18,20.06,802.42,3.01
O0008574,C06409,R0447,,2025-03-19,55.01,5296.10,0.00,1731.82,133.78,5351.11,3.62
O0008575,C00831,R0684,,2025-10-25,116.07,2888.90,0.00,780.00,75.12,3004.97,2.51
O0008576,C00548,R0677,,2025-01-09,110.52,469.16,0.00,126.67,14.49,579.68,4.11
O0008577,C08478,R0677,,2025-01-31,118.04,1216.10,0.00,328.35,33.35,1334.14,
O0008578,C03931,R0441,,2025-10-14,31.21,685.96,0.00,203.04,17.93,717.17,3.61
O0008579,C07139,R0468,CP100,2025-05-31,99.29,4302.42,1075.60,1475.73,83.15,3326.11,3.16
O0008580,C05614,R0827,,2025-04-05,143.39,4221.86,0.00,1047.02,109.13,4365.25,4.29
O0008581,C04703,R0007,,2025-04-23,139.48,2337.94,0.00,801.91,61.94,2477.42,2.74
O0008582,C00569,R0185,,2025-04-01,126.85,4205.98,0.00,1198.70,108.32,4332.83,
O0008583,C09781,R0591,,2025-05-05,45.13,748.49,0.00,157.18,19.84,793.62,
O0008584,C02551,R0767,CP028,2025-01-16,36.37,3880.46,1940.23,1206.82,49.42,1976.60,4.89
O0008585,C07898,R0543,,2025-05-29,105.12,2221.15,0.00,504.20,58.16,2326.27,2.01
O0008586,C06313,R0224,,2025-08-26,142.22,4756.00,0.00,1131.93,122.46,4898.22,2.83
O0008587,C06572,R0860,,2025-07-14,56.87,2634.19,0.00,695.43,67.28,2691.06,
O0008588,C05935,R0347,CP073,2025-01-12,36.08,2032.43,609.73,453.23,36.47,1458.78,3.41
O0008589,C03826,R0233,,2024-11-11,122.89,3464.05,0.00,872.94,89.67,3586.94,
O0008590,C00516,R0897,,2025-10-29,86.60,2244.96,0.00,660.02,58.29,2331.56,3.75
O0008591,C09260,R0899,,2025-06-28,36.86,1891.71,0.00,408.61,48.21,1928.57,
O0008592,C01610,R0095,,2025-04-25,31.19,7413.04,0.00,1845.85,186.11,7444.23,1.34
O0008593,C07936,R0859,,2025-02-15,93.37,4203.30,0.00,920.52,107.42,4296.67,3.96
O0008594,C09640,R0282,,2025-03-28,142.56,3284.44,0.00,840.82,85.68,3427.00,1.59
O0008595,C04911,R0358,CP041,2025-08-31,107.56,997.76,249.44,266.40,21.40,855.88,1.03
O0008596,C05053,R0857,,2024-12-01,109.91,3705.93,0.00,1256.31,95.40,3815.84,2.42
O0008597,C07017,R0013,,2025-06-27,74.56,4227.56,0.00,1149.90,107.55,4302.12,1.77
O0008598,C09720,R0155,CP092,2024-11-25,104.94,2802.48,1401.24,641.77,37.65,1506.18,1.79
O0008599,C02920,R0260,,2025-08-07,124.81,1549.30,0.00,455.49,41.85,1674.11,4.56
O0008600,C03005,R0431,CP089,2025-07-02,44.39,1282.12,641.06,333.35,17.14,685.45,3.56
O0008601,C01302,R0791,,2025-07-16,32.85,1073.58,0.00,305.97,27.66,1106.43,1.42
O0008602,C04243,R0151,,2025-04-29,94.43,2600.26,0.00,694.27,67.37,2694.69,
O0008603,C06515,R0680,,2025-05-12,88.99,3434.88,0.00,762.54,88.10,3523.87,2.32
O0008604,C09454,R0803,,2025-06-26,84.30,2521.13,0.00,821.89,65.14,2605.43,
O0008605,C02649,R0263,,2025-05-26,113.31,2963.47,0.00,832.74,76.92,3076.78,4.79
O0008606,C03875,R0157,,2025-05-11,148.55,4477.31,0.00,1231.26,115.65,4625.86,
O0008607,C01827,R0587,,2025-03-30,89.31,1583.75,0.00,508.38,41.83,1673.06,2.65
O0008608,C00144,R0242,CP016,2025-05-30,141.00,173.99,17.40,36.71,7.44,297.59,4.94
O0008609,C10000,R0231,,2024-12-29,38.50,6671.24,0.00,1681.15,167.74,6709.74,4.29
O0008610,C06665,R0584,,2025-09-29,132.22,2645.47,0.00,568.78,69.44,2777.69,3.77
O0008611,C00697,R0530,,2025-07-01,97.81,1129.32,0.00,297.01,30.68,1227.13,1.79
O0008612,C02520,R0230,,2025-06-12,44.37,3039.64,0.00,975.72,77.10,3084.01,4.47
O0008613,C07336,R0363,,2025-10-22,81.04,4226.80,0.00,1394.84,107.70,4307.84,4.90
O0008614,C09061,R0525,,2025-04-19,83.64,1550.36,0.00,537.97,40.85,1634.00,
O0008615,C04976,R0101,,2025-05-16,44.16,3486.52,0.00,847.22,88.27,3530.68,1.76
O0008616,C00929,R1000,,2025-05-13,91.35,2239.85,0.00,483.81,58.28,2331.20,
O0008617,C05153,R0481,,2025-08-07,56.64,4274.45,0.00,923.28,108.28,4331.09,4.39
O0008618,C05290,R0584,,2025-09-25,147.47,3240.31,0.00,696.67,84.69,3387.78,4.54
O0008619,C00453,R0663,,2024-12-30,110.59,5540.69,0.00,1235.57,141.28,5651.28,1.54
O0008620,C05987,R0373,,2025-09-22,72.40,3128.01,0.00,1016.60,80.01,3200.41,3.73
O0008621,C06499,R0090,,2025-09-20,67.02,4809.01,0.00,1389.80,121.90,4876.03,
O0008622,C00041,R0104,CP072,2024-12-21,130.90,3749.59,1874.79,836.16,50.14,2005.70,2.64
O0008623,C05838,R0719,CP071,2025-03-05,76.14,2588.62,776.59,636.80,47.20,1888.17,2.62
O0008624,C03329,R0821,,2025-05-20,47.91,2534.72,0.00,714.79,64.57,2582.63,4.72
O0008625,C01582,R0153,,2025-06-13,103.47,5338.35,0.00,1697.60,136.05,5441.82,1.02
O0008626,C00695,R0797,CP030,2025-01-16,79.92,5875.79,1175.16,1745.11,119.51,4780.55,
O0008627,C04371,R0288,,2025-05-11,74.90,3507.06,0.00,1097.71,89.55,3581.96,
O0008628,C05442,R0903,CP018,2025-08-19,149.89,2017.20,403.44,576.92,44.09,1763.65,3.58
O0008629,C09841,R0971,,2024-11-15,50.72,3166.46,0.00,728.29,80.43,3217.18,4.89
O0008630,C08185,R0777,,2025-09-04,88.46,4371.20,0.00,1228.31,111.49,4459.66,2.97
O0008631,C04265,R0066,,2025-07-08,131.35,3665.93,0.00,956.81,94.93,3797.28,3.43
O0008632,C08339,R0547,,2025-05-26,79.32,1262.52,0.00,340.88,33.55,1341.84,4.71
O0008633,C03645,R0844,,2025-03-04,86.47,1811.64,0.00,489.14,47.45,1898.11,3.29
O0008634,C05550,R0385,,2025-07-23,105.92,544.21,0.00,133.88,16.25,650.13,3.18
O0008635,C01887,R0638,CP026,2025-05-23,54.72,1702.90,340.58,381.45,35.43,1417.04,4.20
O0008636,C04686,R0183,,2024-11-01,56.75,8748.03,0.00,2361.97,220.12,8804.78,4.60
O0008637,C00640,R0523,CP068,2025-04-04,146.35,500.07,50.01,104.01,14.91,596.41,1.11
O0008638,C08854,R0827,,2025-07-08,42.87,1216.71,0.00,301.74,31.49,1259.58,4.74
O0008639,C05636,R0146,,2025-01-12,68.45,1996.86,0.00,403.37,51.63,2065.31,
